today,interviewer,municipality,hh_m/male_infant,hh_m/male_young,hh_m/male_child,hh_m/male_adult,hh_m/male_senior,hh_f/female_infant,hh_f/female_young,hh_f/female_child,hh_f/female_adult,hh_f/female_senior,hh_males,hh_females,hh_total,hh_confirm,land_tenure,single_headed,single_headed_sex,pregnant_lactating,disabled_ill_male,disabled_ill_female,pre_income_primary,pre_income_primary_other,post_income_primary,post_income_primary_other,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,B11,B12,B13,B14,C15,C16,C17,C18,C19,C20,D21,D22,D23,D24,D25,D26,D27,D28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,meta/instanceID,_uuid,_submission_time
12/18/14,FRANZ CARPIO,PH060401001_AK006,0,0,0,1,0,0,1,1,1,0,1,3,4,OK,own,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree,neither,agree,neither,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,neither,agree,neither,agree,agree,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,uuid:110df3b0-c027-4f4c-bb97-3a4404703d53,110df3b0-c027-4f4c-bb97-3a4404703d53,2015-01-05T09:20:57
12/18/14,REN ROSE VIDAL,PH060401001_AK003,0,0,0,1,0,0,1,1,1,0,1,3,4,OK,free_private,no,n/a,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,agree,agree,neither,agree,neither,agree,neither,disagree,agree,agree,neither,agree,agree,agree,neither,agree,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,uuid:406ac651-4685-46f8-8d87-da8c22a1b752,406ac651-4685-46f8-8d87-da8c22a1b752,2015-01-05T09:20:58
1/5/15,ELEANOR TAFALLA,PH060401012_AK101,0,0,0,1,0,0,0,0,4,0,1,4,5,OK,own_rent,yes,female,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree_strongly,neither,disagree,neither,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,neither,neither,disagree,disagree,agree,agree_strongly,neither,neither,na,neither,na,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:8ccfe357-f91d-40c7-b40c-62b5da154cba,8ccfe357-f91d-40c7-b40c-62b5da154cba,2015-01-05T09:20:59
1/5/15,FRANZ CARPIO,PH060401012_AK098,0,1,0,1,0,0,1,0,1,0,2,2,4,OK,own_rent,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,agree,disagree,disagree_strongly,agree,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither,neither,disagree,neither,neither,neither,agree,agree,agree,neither,na,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:bb71ff20-4b21-46d6-9da9-d7e458bb3e15,bb71ff20-4b21-46d6-9da9-d7e458bb3e15,2015-01-05T09:21:00
1/5/15,GAY BERDONES,PH060401013_AK103,0,0,1,1,0,0,1,0,1,0,2,2,4,OK,free_private,no,n/a,0,0,0,other,Care taker,agri_worker,n/a,disagree,disagree_strongly,neither,agree,disagree,agree,disagree,agree,disagree,disagree,neither,neither,neither,neither,agree,agree,neither,neither,agree,neither,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:02fdf461-578b-45bb-9a86-19c5642ee81c,02fdf461-578b-45bb-9a86-19c5642ee81c,2015-01-05T09:21:01
1/5/15,FRANZ CARPIO,PH060401013_AK108,0,0,0,1,0,0,0,0,0,1,1,1,2,OK,own,yes,female,0,0,1,agriculture,n/a,agriculture,n/a,disagree,disagree_strongly,disagree_strongly,disagree_strongly,disagree_strongly,disagree,disagree,agree,neither,neither,neither,neither,neither,neither,agree,neither,disagree,neither,disagree,neither,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:8535c934-87b6-4f06-9190-ce3a42f1d331,8535c934-87b6-4f06-9190-ce3a42f1d331,2015-01-05T09:21:02
1/5/15,ELEANOR TAFALLA,PH060401004_AK043,1,1,0,1,0,0,1,0,1,0,3,2,5,OK,free_private,no,n/a,0,0,0,agri_worker,n/a,agri_worker,n/a,disagree,disagree_strongly,neither,na,disagree,disagree,neither,disagree,agree,agree,disagree,disagree,disagree,disagree,agree,agree,neither,neither,disagree,neither,neither,na,neither,neither,na,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:6e3417c3-457d-48ce-9329-14542a4a1240,6e3417c3-457d-48ce-9329-14542a4a1240,2015-01-05T09:21:03
1/5/15,EZRA CRIS REGIMEN,PH060401004_AK038,0,0,0,1,1,0,0,0,1,0,2,1,3,OK,own_rent,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,agree,disagree,disagree,disagree,disagree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,na,disagree,disagree,na,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:f0579ea7-e779-470c-97eb-70d612d69a44,f0579ea7-e779-470c-97eb-70d612d69a44,2015-01-05T09:21:04
1/5/15,EZRA CRIS REGIMEN,PH060401004_AK046,0,0,1,1,0,0,4,0,0,0,2,4,6,OK,own_rent,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:df1baa6f-2c39-4822-83bc-b1ead9f3da67,df1baa6f-2c39-4822-83bc-b1ead9f3da67,2015-01-05T09:21:05
1/5/15,EZRA CRIS REGIMEN,PH060401002_AK015,0,0,0,1,1,0,0,0,2,0,2,2,4,OK,own_rent,yes,male,1,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree,agree,disagree,na,na,na,agree,agree,disagree,na,na,na,disagree_strongly,na,na,disagree_strongly,na,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,uuid:b3d5b2ad-a23e-4949-8930-b6b89ea7657d,b3d5b2ad-a23e-4949-8930-b6b89ea7657d,2015-01-05T09:21:06
1/5/15,EZRA CRIS REGIMEN,PH060401002_AK020,0,0,0,2,0,0,0,0,0,0,2,0,2,OK,own,yes,male,0,0,0,agriculture,n/a,agriculture,n/a,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree,agree,disagree,na,na,na,agree,agree,disagree,agree,disagree,agree,disagree,na,disagree,disagree,na,disagree,disagree,disagree,agree,disagree,agree,agree,agree,neither,agree,agree,agree,agree,uuid:b034a726-197a-4bfb-850c-f6b27e320a6e,b034a726-197a-4bfb-850c-f6b27e320a6e,2015-01-05T09:21:07
